County,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total Votes
Houston,105315.0,62.0,57.0,80.0,1.0,200.0,62.0,77.0,68.0,1.0,208.0,3926.0,8855.0,3236.0,20.0,16037.0,59.0,57.0,73.0,1.0,190.0,283.0,418.0,125.0,2.0,828.0,64.0,60.0,42.0,1.0,167.0,255.0,294.0,108.0,1.0,658.0,1042.0,1707.0,1327.0,11.0,4087.0,352.0,576.0,503.0,5.0,1436.0,191.0,247.0,59.0,2.0,499.0,318.0,483.0,400.0,2.0,1203.0,402.0,614.0,485.0,1.0,1502.0,6371.0,11285.0,4655.0,16.0,22327.0,151.0,227.0,97.0,0.0,475.0,229.0,213.0,108.0,2.0,552.0,54.0,54.0,56.0,0.0,164.0,44.0,70.0,154.0,1.0,269.0,251.0,313.0,82.0,0.0,646.0,3952.0,9857.0,8112.0,24.0,21945.0,99.0,186.0,140.0,0.0,425.0,73818.0
Irwin,6113.0,3.0,9.0,2.0,0.0,14.0,0.0,5.0,1.0,0.0,6.0,260.0,1022.0,152.0,1.0,1435.0,3.0,3.0,0.0,0.0,6.0,16.0,30.0,4.0,1.0,51.0,4.0,8.0,1.0,0.0,13.0,11.0,19.0,3.0,0.0,33.0,37.0,66.0,46.0,0.0,149.0,16.0,24.0,3.0,0.0,43.0,16.0,33.0,2.0,0.0,51.0,16.0,46.0,17.0,0.0,79.0,14.0,23.0,5.0,0.0,42.0,320.0,925.0,214.0,0.0,1459.0,5.0,5.0,3.0,0.0,13.0,2.0,11.0,1.0,1.0,15.0,0.0,2.0,3.0,0.0,5.0,0.0,5.0,1.0,0.0,6.0,10.0,35.0,3.0,0.0,48.0,135.0,318.0,152.0,1.0,606.0,6.0,11.0,2.0,0.0,19.0,4093.0
Jackson,51951.0,25.0,35.0,21.0,0.0,81.0,24.0,55.0,19.0,0.0,98.0,2166.0,10354.0,2391.0,3.0,14914.0,25.0,47.0,33.0,0.0,105.0,102.0,286.0,70.0,0.0,458.0,18.0,42.0,16.0,0.0,76.0,102.0,233.0,50.0,1.0,386.0,177.0,557.0,343.0,0.0,1077.0,57.0,130.0,72.0,0.0,259.0,92.0,198.0,27.0,0.0,317.0,62.0,146.0,103.0,0.0,311.0,112.0,322.0,164.0,0.0,598.0,2204.0,8543.0,1845.0,1.0,12593.0,29.0,105.0,27.0,0.0,161.0,105.0,163.0,49.0,0.0,317.0,14.0,31.0,13.0,0.0,58.0,7.0,19.0,32.0,0.0,58.0,102.0,271.0,39.0,0.0,412.0,594.0,2361.0,1826.0,2.0,4783.0,16.0,42.0,36.0,0.0,94.0,37156.0
Jasper,10432.0,4.0,5.0,6.0,0.0,15.0,4.0,13.0,10.0,0.0,27.0,526.0,1324.0,287.0,5.0,2142.0,6.0,7.0,3.0,0.0,16.0,42.0,52.0,13.0,1.0,108.0,6.0,6.0,0.0,0.0,12.0,23.0,33.0,6.0,0.0,62.0,55.0,103.0,62.0,0.0,220.0,10.0,28.0,22.0,0.0,60.0,18.0,42.0,4.0,1.0,65.0,17.0,32.0,30.0,0.0,79.0,12.0,56.0,23.0,0.0,91.0,857.0,1888.0,497.0,4.0,3246.0,8.0,16.0,4.0,0.0,28.0,16.0,17.0,4.0,0.0,37.0,5.0,4.0,2.0,0.0,11.0,1.0,1.0,4.0,0.0,6.0,26.0,44.0,3.0,0.0,73.0,200.0,523.0,492.0,3.0,1218.0,1.0,11.0,9.0,0.0,21.0,7537.0
Jeff Davis,8478.0,4.0,8.0,4.0,0.0,16.0,13.0,15.0,5.0,0.0,33.0,476.0,1097.0,201.0,0.0,1774.0,4.0,3.0,1.0,0.0,8.0,35.0,51.0,9.0,0.0,95.0,6.0,7.0,1.0,0.0,14.0,23.0,25.0,2.0,0.0,50.0,43.0,107.0,42.0,0.0,192.0,19.0,32.0,17.0,0.0,68.0,44.0,45.0,10.0,0.0,99.0,12.0,30.0,7.0,0.0,49.0,17.0,28.0,10.0,0.0,55.0,493.0,982.0,244.0,0.0,1719.0,9.0,9.0,1.0,0.0,19.0,9.0,12.0,5.0,0.0,26.0,4.0,6.0,1.0,0.0,11.0,3.0,4.0,2.0,0.0,9.0,262.0,463.0,44.0,0.0,769.0,141.0,270.0,179.0,0.0,590.0,3.0,4.0,0.0,0.0,7.0,5603.0
Jefferson,11334.0,2.0,5.0,7.0,0.0,14.0,7.0,8.0,13.0,0.0,28.0,376.0,880.0,171.0,2.0,1429.0,8.0,8.0,1.0,0.0,17.0,26.0,27.0,6.0,0.0,59.0,4.0,6.0,2.0,0.0,12.0,21.0,20.0,5.0,0.0,46.0,232.0,262.0,125.0,1.0,620.0,53.0,75.0,56.0,0.0,184.0,22.0,17.0,3.0,0.0,42.0,71.0,89.0,44.0,1.0,205.0,47.0,71.0,27.0,0.0,145.0,607.0,983.0,256.0,1.0,1847.0,14.0,28.0,8.0,1.0,51.0,11.0,12.0,1.0,0.0,24.0,2.0,2.0,1.0,0.0,5.0,26.0,42.0,107.0,0.0,175.0,17.0,23.0,0.0,0.0,40.0,574.0,1091.0,816.0,6.0,2487.0,9.0,15.0,8.0,0.0,32.0,7462.0
Jenkins,5066.0,3.0,5.0,2.0,0.0,10.0,4.0,8.0,2.0,0.0,14.0,213.0,491.0,142.0,3.0,849.0,2.0,4.0,3.0,0.0,9.0,18.0,19.0,4.0,0.0,41.0,1.0,4.0,1.0,0.0,6.0,9.0,16.0,6.0,0.0,31.0,55.0,69.0,48.0,0.0,172.0,23.0,36.0,17.0,1.0,77.0,11.0,19.0,4.0,0.0,34.0,10.0,23.0,12.0,0.0,45.0,18.0,26.0,11.0,0.0,55.0,283.0,642.0,179.0,0.0,1104.0,3.0,6.0,2.0,0.0,11.0,5.0,3.0,0.0,0.0,8.0,1.0,2.0,1.0,0.0,4.0,2.0,8.0,20.0,0.0,30.0,17.0,14.0,2.0,0.0,33.0,174.0,359.0,273.0,0.0,806.0,10.0,10.0,7.0,0.0,27.0,3366.0
Johnson,5611.0,3.0,2.0,7.0,0.0,12.0,3.0,3.0,5.0,0.0,11.0,316.0,801.0,126.0,0.0,1243.0,0.0,4.0,0.0,0.0,4.0,14.0,28.0,2.0,0.0,44.0,2.0,4.0,0.0,0.0,6.0,15.0,13.0,6.0,0.0,34.0,44.0,99.0,54.0,0.0,197.0,8.0,26.0,9.0,0.0,43.0,22.0,16.0,2.0,0.0,40.0,19.0,33.0,20.0,0.0,72.0,6.0,15.0,4.0,0.0,25.0,351.0,836.0,189.0,0.0,1376.0,3.0,8.0,7.0,0.0,18.0,5.0,6.0,3.0,0.0,14.0,1.0,2.0,1.0,0.0,4.0,2.0,6.0,2.0,0.0,10.0,15.0,20.0,0.0,0.0,35.0,132.0,382.0,249.0,0.0,763.0,3.0,4.0,3.0,0.0,10.0,3961.0
Jones,0.0,11.0,18.0,8.0,0.0,37.0,16.0,17.0,13.0,0.0,46.0,1039.0,2279.0,488.0,3.0,3809.0,9.0,11.0,3.0,0.0,23.0,76.0,89.0,23.0,0.0,188.0,13.0,22.0,4.0,0.0,39.0,43.0,57.0,10.0,0.0,110.0,118.0,276.0,150.0,1.0,545.0,44.0,90.0,50.0,0.0,184.0,45.0,72.0,9.0,0.0,126.0,31.0,68.0,44.0,0.0,143.0,46.0,129.0,60.0,0.0,235.0,1650.0,2971.0,774.0,2.0,5397.0,21.0,37.0,13.0,0.0,71.0,32.0,29.0,7.0,0.0,68.0,5.0,6.0,0.0,0.0,11.0,3.0,11.0,20.0,0.0,34.0,51.0,78.0,3.0,0.0,132.0,576.0,1688.0,1231.0,1.0,3496.0,13.0,27.0,20.0,0.0,60.0,14754.0
Lamar,12839.0,5.0,10.0,2.0,0.0,17.0,8.0,11.0,6.0,0.0,25.0,648.0,1609.0,325.0,3.0,2585.0,5.0,12.0,7.0,0.0,24.0,35.0,68.0,9.0,0.0,112.0,6.0,5.0,1.0,0.0,12.0,28.0,49.0,8.0,0.0,85.0,64.0,123.0,69.0,1.0,257.0,22.0,38.0,18.0,0.0,78.0,40.0,43.0,3.0,0.0,86.0,22.0,38.0,14.0,0.0,74.0,33.0,64.0,16.0,0.0,113.0,888.0,1899.0,452.0,4.0,3243.0,6.0,21.0,3.0,0.0,30.0,23.0,21.0,7.0,0.0,51.0,12.0,6.0,0.0,0.0,18.0,3.0,3.0,8.0,0.0,14.0,35.0,40.0,7.0,0.0,82.0,339.0,886.0,767.0,2.0,1994.0,11.0,21.0,11.0,0.0,43.0,8943.0
Lanier,5462.0,6.0,8.0,3.0,0.0,17.0,10.0,8.0,4.0,0.0,22.0,151.0,705.0,88.0,0.0,944.0,4.0,4.0,1.0,0.0,9.0,19.0,63.0,10.0,0.0,92.0,5.0,7.0,2.0,0.0,14.0,20.0,26.0,6.0,0.0,52.0,57.0,128.0,59.0,0.0,244.0,16.0,18.0,10.0,0.0,44.0,13.0,33.0,5.0,0.0,51.0,31.0,54.0,22.0,0.0,107.0,24.0,56.0,21.0,0.0,101.0,218.0,833.0,140.0,0.0,1191.0,3.0,12.0,6.0,0.0,21.0,10.0,16.0,3.0,0.0,29.0,6.0,2.0,2.0,0.0,10.0,4.0,10.0,4.0,0.0,18.0,20.0,53.0,6.0,0.0,79.0,39.0,196.0,130.0,0.0,365.0,1.0,7.0,10.0,0.0,18.0,3428.0
Laurens,32880.0,23.0,19.0,16.0,1.0,59.0,22.0,16.0,21.0,0.0,59.0,2488.0,3148.0,1125.0,1.0,6762.0,10.0,13.0,13.0,0.0,36.0,104.0,99.0,30.0,1.0,234.0,28.0,10.0,4.0,0.0,42.0,92.0,97.0,26.0,0.0,215.0,363.0,614.0,357.0,1.0,1335.0,99.0,148.0,82.0,0.0,329.0,75.0,73.0,12.0,0.0,160.0,95.0,141.0,69.0,0.0,305.0,79.0,145.0,80.0,0.0,304.0,2615.0,2864.0,1113.0,0.0,6592.0,54.0,55.0,21.0,0.0,130.0,29.0,37.0,10.0,0.0,76.0,4.0,10.0,9.0,0.0,23.0,15.0,27.0,24.0,0.0,66.0,75.0,81.0,18.0,0.0,174.0,1175.0,2236.0,1921.0,2.0,5334.0,20.0,34.0,34.0,0.0,88.0,22323.0
Lee,22897.0,11.0,27.0,7.0,0.0,45.0,15.0,27.0,5.0,0.0,47.0,1139.0,3051.0,484.0,1.0,4675.0,6.0,9.0,8.0,0.0,23.0,77.0,146.0,25.0,0.0,248.0,27.0,16.0,3.0,1.0,47.0,44.0,91.0,14.0,0.0,149.0,140.0,320.0,125.0,1.0,586.0,37.0,98.0,36.0,0.0,171.0,42.0,75.0,11.0,0.0,128.0,44.0,111.0,41.0,0.0,196.0,63.0,167.0,69.0,0.0,299.0,1564.0,4135.0,663.0,3.0,6365.0,22.0,49.0,9.0,0.0,80.0,44.0,44.0,13.0,0.0,101.0,12.0,13.0,5.0,0.0,30.0,7.0,22.0,16.0,0.0,45.0,73.0,106.0,14.0,0.0,193.0,550.0,1582.0,838.0,0.0,2970.0,10.0,27.0,23.0,0.0,60.0,16458.0
Liberty,35582.0,27.0,34.0,29.0,0.0,90.0,24.0,29.0,35.0,0.0,88.0,536.0,1928.0,473.0,0.0,2937.0,19.0,33.0,26.0,0.0,78.0,71.0,141.0,47.0,0.0,259.0,37.0,36.0,21.0,0.0,94.0,83.0,122.0,41.0,0.0,246.0,340.0,1260.0,693.0,0.0,2293.0,123.0,399.0,243.0,0.0,765.0,68.0,92.0,32.0,0.0,192.0,116.0,378.0,216.0,0.0,710.0,105.0,382.0,183.0,0.0,670.0,761.0,2348.0,646.0,0.0,3755.0,64.0,192.0,51.0,0.0,307.0,45.0,78.0,40.0,0.0,163.0,30.0,36.0,17.0,0.0,83.0,15.0,47.0,52.0,0.0,114.0,61.0,124.0,25.0,0.0,210.0,855.0,4319.0,2539.0,0.0,7713.0,21.0,83.0,42.0,0.0,146.0,20913.0
Lincoln,6176.0,2.0,7.0,2.0,0.0,11.0,3.0,1.0,4.0,0.0,8.0,313.0,747.0,185.0,1.0,1246.0,3.0,1.0,4.0,0.0,8.0,14.0,21.0,5.0,0.0,40.0,4.0,4.0,2.0,0.0,10.0,11.0,18.0,3.0,0.0,32.0,39.0,79.0,81.0,0.0,199.0,17.0,28.0,39.0,0.0,84.0,18.0,19.0,2.0,0.0,39.0,17.0,20.0,12.0,1.0,50.0,23.0,31.0,30.0,0.0,84.0,511.0,986.0,228.0,0.0,1725.0,8.0,13.0,3.0,0.0,24.0,7.0,13.0,11.0,0.0,31.0,3.0,2.0,3.0,0.0,8.0,6.0,28.0,80.0,0.0,114.0,14.0,14.0,1.0,0.0,29.0,143.0,311.0,348.0,1.0,803.0,3.0,10.0,3.0,0.0,16.0,4561.0
Long,10470.0,8.0,13.0,4.0,0.0,25.0,18.0,13.0,6.0,0.0,37.0,370.0,781.0,97.0,2.0,1250.0,6.0,4.0,5.0,0.0,15.0,35.0,65.0,7.0,0.0,107.0,8.0,14.0,0.0,0.0,22.0,36.0,45.0,7.0,1.0,89.0,80.0,185.0,56.0,0.0,321.0,30.0,65.0,23.0,1.0,119.0,42.0,44.0,8.0,1.0,95.0,32.0,79.0,23.0,0.0,134.0,21.0,75.0,15.0,0.0,111.0,518.0,1026.0,159.0,5.0,1708.0,10.0,24.0,6.0,0.0,40.0,19.0,26.0,2.0,0.0,47.0,11.0,9.0,5.0,0.0,25.0,7.0,7.0,1.0,0.0,15.0,38.0,55.0,5.0,1.0,99.0,201.0,686.0,341.0,5.0,1233.0,6.0,15.0,7.0,0.0,28.0,5520.0
Lowndes,75356.0,41.0,64.0,51.0,7.0,163.0,53.0,78.0,83.0,7.0,221.0,1906.0,6657.0,1442.0,80.0,10085.0,34.0,61.0,53.0,4.0,152.0,214.0,439.0,125.0,12.0,790.0,51.0,92.0,26.0,1.0,170.0,144.0,335.0,95.0,8.0,582.0,807.0,2855.0,1155.0,82.0,4899.0,242.0,913.0,328.0,31.0,1514.0,131.0,271.0,45.0,4.0,451.0,241.0,884.0,313.0,30.0,1468.0,274.0,893.0,344.0,13.0,1524.0,2519.0,8428.0,1621.0,39.0,12607.0,143.0,426.0,100.0,10.0,679.0,115.0,168.0,45.0,6.0,334.0,44.0,46.0,24.0,0.0,114.0,59.0,229.0,121.0,4.0,413.0,207.0,480.0,80.0,8.0,775.0,871.0,4097.0,2901.0,62.0,7931.0,45.0,130.0,93.0,5.0,273.0,45145.0
Lumpkin,22407.0,7.0,16.0,7.0,0.0,30.0,12.0,32.0,12.0,0.0,56.0,1048.0,4847.0,1179.0,0.0,7074.0,11.0,41.0,15.0,0.0,67.0,52.0,110.0,38.0,0.0,200.0,14.0,20.0,10.0,0.0,44.0,29.0,76.0,23.0,0.0,128.0,48.0,156.0,112.0,0.0,316.0,11.0,31.0,15.0,0.0,57.0,32.0,95.0,8.0,1.0,136.0,12.0,42.0,11.0,0.0,65.0,47.0,153.0,104.0,0.0,304.0,769.0,2806.0,791.0,0.0,4366.0,13.0,32.0,12.0,0.0,57.0,52.0,111.0,18.0,0.0,181.0,9.0,10.0,5.0,0.0,24.0,1.0,5.0,12.0,0.0,18.0,31.0,71.0,13.0,0.0,115.0,157.0,1031.0,854.0,0.0,2042.0,5.0,18.0,21.0,0.0,44.0,15324.0
Macon,6991.0,4.0,7.0,3.0,0.0,14.0,4.0,7.0,3.0,0.0,14.0,139.0,610.0,61.0,0.0,810.0,3.0,2.0,1.0,0.0,6.0,6.0,25.0,3.0,0.0,34.0,1.0,3.0,0.0,0.0,4.0,14.0,11.0,1.0,0.0,26.0,134.0,192.0,70.0,0.0,396.0,27.0,46.0,22.0,0.0,95.0,7.0,19.0,3.0,0.0,29.0,30.0,37.0,16.0,0.0,83.0,33.0,61.0,24.0,0.0,118.0,159.0,588.0,76.0,0.0,823.0,8.0,14.0,3.0,0.0,25.0,5.0,6.0,1.0,0.0,12.0,3.0,1.0,1.0,0.0,5.0,5.0,9.0,6.0,0.0,20.0,6.0,13.0,2.0,0.0,21.0,428.0,1052.0,507.0,0.0,1987.0,14.0,14.0,3.0,0.0,31.0,4553.0
Madison,20720.0,16.0,13.0,13.0,0.0,42.0,17.0,11.0,12.0,0.0,40.0,1682.0,3163.0,910.0,1.0,5756.0,14.0,8.0,11.0,0.0,33.0,65.0,83.0,18.0,0.0,166.0,16.0,19.0,6.0,0.0,41.0,52.0,47.0,16.0,0.0,115.0,126.0,195.0,110.0,0.0,431.0,30.0,44.0,23.0,0.0,97.0,44.0,58.0,17.0,0.0,119.0,37.0,41.0,35.0,0.0,113.0,63.0,121.0,65.0,0.0,249.0,1507.0,2549.0,750.0,2.0,4808.0,17.0,24.0,18.0,0.0,59.0,44.0,38.0,10.0,0.0,92.0,16.0,9.0,8.0,0.0,33.0,9.0,8.0,9.0,0.0,26.0,37.0,65.0,11.0,0.0,113.0,434.0,1008.0,841.0,1.0,2284.0,14.0,23.0,20.0,0.0,57.0,14674.0
Marion,4913.0,5.0,7.0,4.0,0.0,16.0,7.0,4.0,4.0,0.0,15.0,310.0,546.0,130.0,0.0,986.0,1.0,3.0,1.0,0.0,5.0,20.0,21.0,5.0,0.0,46.0,3.0,5.0,0.0,0.0,8.0,10.0,15.0,6.0,0.0,31.0,43.0,103.0,49.0,0.0,195.0,9.0,24.0,11.0,0.0,44.0,16.0,15.0,4.0,0.0,35.0,7.0,23.0,11.0,0.0,41.0,18.0,35.0,16.0,0.0,69.0,333.0,591.0,154.0,0.0,1078.0,7.0,19.0,6.0,0.0,32.0,4.0,8.0,6.0,0.0,18.0,1.0,5.0,0.0,0.0,6.0,3.0,8.0,12.0,0.0,23.0,25.0,10.0,2.0,0.0,37.0,149.0,373.0,327.0,0.0,849.0,3.0,5.0,8.0,0.0,16.0,3550.0
McDuffie,15033.0,7.0,9.0,7.0,0.0,23.0,9.0,12.0,16.0,0.0,37.0,284.0,1650.0,326.0,0.0,2260.0,6.0,15.0,7.0,0.0,28.0,28.0,74.0,14.0,0.0,116.0,9.0,11.0,2.0,0.0,22.0,26.0,49.0,8.0,0.0,83.0,143.0,355.0,171.0,0.0,669.0,38.0,120.0,67.0,0.0,225.0,19.0,61.0,2.0,0.0,82.0,44.0,99.0,52.0,0.0,195.0,45.0,92.0,28.0,0.0,165.0,425.0,2533.0,545.0,0.0,3503.0,16.0,41.0,11.0,0.0,68.0,15.0,36.0,3.0,0.0,54.0,3.0,11.0,2.0,0.0,16.0,18.0,95.0,119.0,0.0,232.0,14.0,58.0,10.0,0.0,82.0,280.0,1133.0,974.0,0.0,2387.0,8.0,33.0,19.0,0.0,60.0,10307.0
McIntosh,9292.0,8.0,8.0,8.0,0.0,24.0,12.0,11.0,11.0,0.0,34.0,274.0,972.0,248.0,0.0,1494.0,4.0,5.0,2.0,0.0,11.0,21.0,41.0,12.0,0.0,74.0,4.0,9.0,5.0,0.0,18.0,19.0,26.0,8.0,1.0,54.0,98.0,251.0,114.0,0.0,463.0,28.0,57.0,24.0,0.0,109.0,18.0,60.0,15.0,0.0,93.0,21.0,48.0,27.0,0.0,96.0,34.0,85.0,50.0,0.0,169.0,426.0,1191.0,500.0,0.0,2117.0,18.0,24.0,9.0,0.0,51.0,8.0,12.0,4.0,0.0,24.0,7.0,6.0,3.0,0.0,16.0,2.0,10.0,6.0,0.0,18.0,17.0,24.0,11.0,0.0,52.0,213.0,780.0,552.0,0.0,1545.0,8.0,8.0,16.0,0.0,32.0,6494.0
Meriwether,15337.0,13.0,10.0,3.0,0.0,26.0,9.0,19.0,16.0,0.0,44.0,822.0,1434.0,408.0,0.0,2664.0,6.0,4.0,2.0,0.0,12.0,56.0,61.0,16.0,0.0,133.0,9.0,11.0,5.0,0.0,25.0,37.0,45.0,10.0,0.0,92.0,187.0,244.0,125.0,0.0,556.0,50.0,69.0,42.0,0.0,161.0,32.0,51.0,7.0,0.0,90.0,78.0,88.0,42.0,0.0,208.0,51.0,51.0,29.0,0.0,131.0,1149.0,1587.0,518.0,1.0,3255.0,18.0,24.0,12.0,0.0,54.0,15.0,15.0,4.0,0.0,34.0,9.0,5.0,5.0,0.0,19.0,6.0,10.0,7.0,0.0,23.0,36.0,37.0,9.0,1.0,83.0,775.0,1080.0,1158.0,5.0,3018.0,25.0,25.0,16.0,0.0,66.0,10694.0
Miller,3912.0,4.0,12.0,4.0,0.0,20.0,4.0,9.0,6.0,0.0,19.0,195.0,553.0,133.0,2.0,883.0,1.0,5.0,0.0,0.0,6.0,17.0,40.0,4.0,0.0,61.0,2.0,5.0,0.0,0.0,7.0,16.0,18.0,3.0,0.0,37.0,44.0,93.0,42.0,0.0,179.0,9.0,19.0,12.0,0.0,40.0,12.0,19.0,10.0,0.0,41.0,8.0,17.0,16.0,0.0,41.0,15.0,31.0,18.0,0.0,64.0,240.0,538.0,102.0,1.0,881.0,7.0,9.0,0.0,0.0,16.0,4.0,5.0,3.0,0.0,12.0,1.0,3.0,0.0,0.0,4.0,1.0,3.0,7.0,0.0,11.0,14.0,20.0,3.0,0.0,37.0,69.0,119.0,83.0,0.0,271.0,3.0,5.0,5.0,0.0,13.0,2643.0
Mitchell,13474.0,7.0,10.0,8.0,0.0,25.0,3.0,8.0,8.0,1.0,20.0,793.0,1441.0,303.0,1.0,2538.0,1.0,9.0,4.0,0.0,14.0,42.0,38.0,7.0,0.0,87.0,9.0,6.0,4.0,0.0,19.0,22.0,22.0,7.0,0.0,51.0,144.0,277.0,182.0,0.0,603.0,32.0,67.0,42.0,0.0,141.0,12.0,31.0,5.0,0.0,48.0,39.0,81.0,59.0,0.0,179.0,40.0,77.0,47.0,0.0,164.0,615.0,1111.0,363.0,1.0,2090.0,22.0,21.0,11.0,0.0,54.0,9.0,8.0,3.0,0.0,20.0,4.0,5.0,0.0,0.0,9.0,4.0,5.0,7.0,0.0,16.0,22.0,34.0,6.0,0.0,62.0,522.0,1064.0,1008.0,4.0,2598.0,18.0,22.0,32.0,0.0,72.0,8810.0
Monroe,21138.0,7.0,18.0,8.0,0.0,33.0,13.0,20.0,12.0,0.0,45.0,1076.0,2686.0,437.0,2.0,4201.0,10.0,12.0,8.0,0.0,30.0,60.0,93.0,12.0,0.0,165.0,10.0,16.0,6.0,0.0,32.0,36.0,59.0,10.0,0.0,105.0,92.0,238.0,93.0,0.0,423.0,32.0,88.0,27.0,0.0,147.0,38.0,107.0,16.0,0.0,161.0,27.0,78.0,21.0,0.0,126.0,38.0,148.0,41.0,0.0,227.0,1727.0,3747.0,599.0,4.0,6077.0,17.0,41.0,7.0,0.0,65.0,34.0,48.0,12.0,0.0,94.0,5.0,12.0,8.0,0.0,25.0,5.0,12.0,8.0,0.0,25.0,41.0,67.0,6.0,0.0,114.0,492.0,1633.0,1070.0,2.0,3197.0,13.0,28.0,12.0,0.0,53.0,15345.0
