




County                        Registered Voters             Ballots Cast                  Voter Turnout                 
ML01B                         708                           44                            300                           123                           0                             467                           5                             46                            7                             0                             58                            525                           
ML02A                         2580                          246                           997                           434                           2                             1679                          48                            177                           45                            0                             270                           1949                          
ML02B                         1914                          145                           810                           315                           2                             1272                          27                            104                           50                            0                             181                           1453                          
ML03                          3718                          271                           1551                          634                           4                             2460                          53                            255                           82                            3                             393                           2853                          
ML03A                         301                           17                            141                           16                            2                             176                           1                             12                            4                             0                             17                            193                           
ML04                          3322                          220                           1324                          576                           26                            2146                          45                            249                           68                            2                             364                           2510                          
ML05                          4843                          305                           1771                          856                           12                            2944                          54                            313                           100                           0                             467                           3411                          
ML06A                         2181                          150                           690                           264                           4                             1108                          38                            121                           43                            3                             205                           1313                          
ML06B                         3119                          205                           1059                          508                           4                             1776                          41                            207                           68                            2                             318                           2094                          
ML07A                         836                           109                           297                           134                           0                             540                           28                            36                            14                            0                             78                            618                           
ML07B                         1675                          213                           600                           262                           1                             1076                          43                            97                            35                            0                             175                           1251                          
MP01                          472                           188                           56                            63                            6                             313                           23                            9                             10                            0                             42                            355                           
PA01                          3006                          164                           808                           353                           14                            1339                          56                            246                           78                            1                             381                           1720                          
RW01                          5010                          227                           2004                          1248                          6                             3485                          37                            302                           129                           7                             475                           3960                          
RW02                          4061                          260                           1560                          889                           8                             2717                          62                            254                           86                            3                             405                           3122                          
RW03                          5041                          354                           1557                          846                           5                             2762                          76                            310                           75                            8                             469                           3231                          
RW04                          1861                          82                            805                           420                           1                             1308                          16                            127                           39                            0                             182                           1490                          
RW05                          2910                          232                           831                           389                           10                            1462                          52                            144                           72                            2                             270                           1732                          
RW06                          3071                          197                           1224                          540                           6                             1967                          36                            163                           29                            1                             229                           2196                          
RW07A                         1773                          177                           384                           136                           1                             698                           54                            92                            32                            1                             179                           877                           
RW07B                         449                           52                            92                            67                            15                            226                           11                            17                            3                             5                             36                            262                           
RW08                          2429                          171                           799                           571                           7                             1548                          31                            108                           65                            1                             205                           1753                          
RW09                          4450                          296                           1755                          1215                          3                             3269                          43                            264                           116                           0                             423                           3692                          
RW09A                         1892                          131                           785                           124                           5                             1045                          25                            139                           21                            1                             186                           1231                          
RW10                          3653                          210                           1473                          808                           11                            2502                          26                            226                           57                            0                             309                           2811                          
RW11A                         2865                          197                           936                           561                           9                             1703                          36                            179                           60                            1                             276                           1979                          
RW12                          3899                          320                           1553                          1129                          4                             3006                          47                            249                           118                           0                             414                           3420                          
RW12A                         2458                          161                           922                           153                           4                             1240                          36                            155                           25                            3                             219                           1459                          
RW13                          3764                          272                           1507                          672                           7                             2458                          63                            250                           60                            1                             374                           2832                          
RW16                          2101                          134                           845                           393                           6                             1378                          23                            145                           30                            0                             198                           1576                          
RW17                          3100                          248                           1088                          472                           4                             1812                          54                            177                           46                            0                             277                           2089                          
RW19                          2147                          142                           880                           412                           1                             1435                          25                            131                           34                            1                             191                           1626                          
RW20                          2701                          93                            1220                          505                           6                             1824                          25                            182                           54                            1                             262                           2086                          
RW21                          3362                          122                           1431                          583                           13                            2149                          39                            244                           63                            6                             352                           2501                          
RW22A                         4788                          270                           1701                          633                           13                            2617                          56                            279                           76                            2                             413                           3030                          
SC01A                         41                            2                             35                            7                             0                             44                            0                             4                             0                             0                             4                             48                            
SC01B                         2088                          102                           953                           265                           11                            1331                          27                            185                           31                            3                             246                           1577                          
SC01C                         2249                          66                            876                           396                           7                             1345                          21                            182                           58                            3                             264                           1609                          
SC02                          1426                          35                            592                           234                           1                             862                           8                             130                           31                            2                             171                           1033                          
SC04                          1080                          91                            341                           157                           5                             594                           20                            76                            21                            0                             117                           711                           
SC05A                         721                           45                            250                           66                            3                             364                           11                            67                            19                            2                             99                            463                           
SC05B                         3646                          135                           1488                          413                           7                             2043                          52                            300                           82                            1                             435                           2478                          
SC05D                         2808                          141                           1065                          315                           2                             1523                          48                            238                           51                            0                             337                           1860                          
SC05E                         688                           36                            225                           122                           3                             386                           10                            50                            19                            1                             80                            466                           
SC07A                         4506                          202                           1589                          921                           8                             2720                          55                            377                           136                           2                             570                           3290                          
SC07C                         41                            1                             8                             3                             0                             12                            0                             1                             0                             0                             1                             13                            
SC07D                         2038                          108                           693                           74                            4                             879                           31                            169                           18                            0                             218                           1097                          
SC08B                         4096                          210                           1204                          502                           12                            1928                          73                            332                           135                           0                             540                           2468                          
SC08C                         91                            3                             31                            16                            0                             50                            3                             14                            2                             0                             19                            69                            
SC08D                         605                           34                            188                           68                            0                             290                           4                             41                            11                            0                             56                            346                           
SC08E                         724                           46                            249                           55                            4                             354                           14                            51                            11                            0                             76                            430                           
SC08F                         793                           37                            229                           87                            1                             354                           6                             56                            12                            0                             74                            428                           
SC08G                         14                            0                             1                             0                             0                             1                             0                             2                             0                             0                             2                             3                             
SC08H                         1                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             0                             
SC09A                         1865                          130                           422                           186                           5                             743                           52                            123                           43                            3                             221                           964                           
SC09B                         1920                          95                            572                           326                           2                             995                           32                            156                           44                            0                             232                           1227                          
SC09C                         1852                          131                           439                           234                           1                             805                           48                            102                           52                            1                             203                           1008                          
SC10                          1912                          109                           331                           146                           6                             592                           49                            102                           35                            3                             189                           781                           
SC11A                         1656                          114                           428                           217                           21                            780                           34                            110                           47                            3                             194                           974                           
SC11B                         1691                          92                            413                           260                           2                             767                           21                            132                           57                            2                             212                           979                           
SC13                          2895                          122                           1082                          360                           7                             1571                          51                            288                           63                            0                             402                           1973                          
SC14A                         1030                          51                            262                           85                            0                             398                           17                            68                            15                            0                             100                           498                           
SC15                          4522                          209                           1637                          705                           4                             2555                          77                            378                           133                           2                             590                           3145                          
SC15A                         2482                          104                           1065                          92                            0                             1261                          32                            233                           13                            0                             278                           1539                          
SC16A                         5175                          220                           2071                          731                           0                             3022                          71                            396                           134                           0                             601                           3623                          
SC17A                         60                            0                             28                            10                            0                             38                            1                             3                             0                             0                             4                             42                            
SC17B                         10                            0                             1                             0                             3                             4                             0                             0                             0                             0                             0                             4                             
SC17C                         1293                          49                            414                           155                           0                             618                           25                            88                            28                            0                             141                           759                           
SC18A                         570                           32                            176                           105                           0                             313                           10                            49                            9                             0                             68                            381                           
SC18B                         915                           29                            391                           133                           0                             553                           12                            75                            27                            0                             114                           667                           
SC18C                         2100                          67                            856                           342                           0                             1265                          12                            166                           66                            0                             244                           1509                          
SC19A                         213                           6                             63                            42                            1                             112                           1                             21                            5                             0                             27                            139                           
SC19B                         1628                          109                           374                           188                           7                             678                           30                            64                            35                            3                             132                           810                           
SC20                          2562                          88                            1257                          322                           21                            1688                          24                            231                           40                            8                             303                           1991                          
SC211                         1828                          87                            667                           248                           0                             1002                          16                            168                           52                            0                             236                           1238                          
SC212                         4244                          194                           1427                          502                           6                             2129                          71                            332                           106                           4                             513                           2642                          
SC23A                         3854                          255                           883                           531                           6                             1675                          82                            252                           101                           4                             439                           2114                          
SC23B                         558                           45                            126                           90                            1                             262                           11                            42                            23                            1                             77                            339                           
SC23C                         2606                          160                           704                           320                           2                             1186                          57                            171                           76                            0                             304                           1490                          
SC27                          2361                          106                           592                           399                           0                             1097                          52                            138                           70                            0                             260                           1357                          
SC29A                         3154                          196                           740                           454                           7                             1397                          79                            212                           79                            3                             373                           1770                          
SC30A                         157                           4                             43                            51                            1                             99                            1                             3                             6                             5                             15                            114                           
SC30B                         1110                          44                            294                           124                           0                             462                           19                            64                            22                            0                             105                           567                           
SS01                          4846                          217                           1839                          1103                          6                             3165                          59                            294                           117                           0                             470                           3635                          
SS02A                         1206                          54                            445                           260                           3                             762                           10                            62                            25                            2                             99                            861                           
SS02B                         1318                          64                            458                           226                           4                             752                           12                            79                            16                            1                             108                           860                           
SS03                          1577                          97                            637                           301                           4                             1039                          17                            91                            35                            0                             143                           1182                          
SS04                          3763                          217                           1295                          685                           18                            2215                          53                            223                           78                            2                             356                           2571                          
SS05                          1853                          105                           777                           447                           4                             1333                          26                            107                           42                            0                             175                           1508                          
SS06                          1667                          78                            668                           391                           45                            1182                          9                             95                            36                            13                            153                           1335                          
SS07A                         1254                          35                            458                           327                           0                             820                           14                            75                            29                            0                             118                           938                           
SS07B                         793                           42                            274                           161                           0                             477                           10                            42                            10                            1                             63                            540                           
SS07C                         809                           27                            207                           185                           8                             427                           5                             24                            28                            7                             64                            491                           
SS08A                         1891                          134                           673                           237                           11                            1055                          39                            100                           28                            3                             170                           1225                          
SS08B                         696                           27                            281                           165                           0                             473                           3                             26                            21                            0                             50                            523                           
SS08C                         716                           28                            235                           138                           0                             401                           12                            43                            15                            0                             70                            471                           
SS08D                         1555                          86                            506                           247                           0                             839                           18                            88                            36                            0                             142                           981                           
SS09A                         3193                          181                           1167                          839                           0                             2187                          38                            181                           69                            0                             288                           2475                          
SS09B                         3611                          147                           1487                          850                           2                             2486                          23                            207                           85                            0                             315                           2801                          
SS11A                         4026                          269                           1361                          662                           9                             2301                          67                            187                           67                            3                             324                           2625                          
SS11B                         1412                          94                            439                           204                           1                             738                           21                            62                            27                            0                             110                           848                           
SS11C                         361                           26                            114                           30                            1                             171                           5                             11                            3                             0                             19                            190                           
SS11D                         397                           23                            169                           89                            0                             281                           3                             12                            7                             0                             22                            303                           
SS12                          2897                          161                           1072                          642                           9                             1884                          31                            145                           63                            0                             239                           2123                          
SS13A                         2103                          130                           768                           349                           2                             1249                          23                            125                           35                            0                             183                           1432                          
SS13B                         1278                          81                            520                           166                           1                             768                           11                            73                            16                            0                             100                           868                           
SS14                          1412                          82                            590                           295                           1                             968                           17                            112                           22                            0                             151                           1119                          
SS15A                         2756                          206                           729                           264                           6                             1205                          55                            161                           29                            0                             245                           1450                          
SS15B                         1730                          173                           535                           209                           2                             919                           32                            89                            22                            0                             143                           1062                          
SS16                          2116                          101                           829                           540                           4                             1474                          14                            131                           52                            1                             198                           1672                          
SS17                          3686                          266                           1298                          680                           12                            2256                          62                            207                           78                            3                             350                           2606                          
SS18A                         657                           39                            267                           161                           0                             467                           10                            35                            13                            0                             58                            525                           
SS18B                         241                           15                            91                            59                            2                             167                           1                             16                            2                             0                             19                            186                           
SS19A                         3299                          161                           1069                          418                           6                             1654                          42                            195                           45                            5                             287                           1941                          
SS19B                         2342                          110                           836                           353                           63                            1362                          22                            156                           35                            33                            246                           1608                          
